nom,module,categorie,defaut,source,juin,doute,min,max,pas,unite,surface,regle-proposee,note-agent,verdict,commentaire
SettingsBackupService.FilenameTimestampFormat,Deckle.Settings,tuning-constant,"""yyyyMMdd-HHmmss""",src/Deckle.Settings/Persistence/SettingsBackupService.cs:46,non,Same family; frozen candidate.,,,,,aucune,1-robustesse,Same frozen filename contract family.,,
SettingsWindow.MaxSuggestions,Deckle.Settings,tuning-constant,7,src/Deckle.Settings/SettingsWindow.Search.cs:54,non,Rendered-hit cap; overflow becomes a '+N more — refine' notice. Perceptible.,,,,count,aucune,2-qualite,"Search-results presentation cap, a UI craft/quality value frozen in code.",,
SettingsWindow.SearchDebounceMs,Deckle.Settings,tuning-constant,300,src/Deckle.Settings/SettingsWindow.Search.cs:50,non,"Perceptible (search responsiveness) but a craft value, not a setting.",,,,ms,aucune,1-robustesse,"Debounce, explicitly named in the robustness rule.",,
SettingsWindow.SearchIconZoneWidth,Deckle.Settings,tuning-constant,180.0,src/Deckle.Settings/SettingsWindow.Search.cs:39,non,"Layout threshold (DIPs) for search box collapse to icon. Chrome tuning, not a user knob — frozen candidate.",,,,px,aucune,2-qualite,"Layout breakpoint chrome tuning, design quality frozen in code.",,
SettingsWindow.SearchInlineZoneWidth,Deckle.Settings,tuning-constant,204.0,src/Deckle.Settings/SettingsWindow.Search.cs:40,non,Paired restore threshold; the 24 DIP gap is deliberate hysteresis — the two must move together.,,,,px,aucune,2-qualite,"Paired hysteresis breakpoint; same design-tuning family, moves with its sibling.",,
SettingsWindow.TitleBarProbeDebounceMs,Deckle.Settings,tuning-constant,300,src/Deckle.Settings/SettingsWindow.TitleBarProbe.cs:22,non,Diagnostics-only (trace emission on settled resize). Weakest exposable of the set — arguably a drop.,,,,ms,aucune,4-diagnostics,Governs trace emission only; the CSV itself flags it diagnostics-only.,,
UpdatesSettings.AutoCheckEnabled,Deckle.Settings,persisted-setting,true,src/Deckle.Settings/Persistence/AppSettings.cs:40,non,Composed card GeneralUpdateAutoCheckCard exists (GeneralViewModel.Settings.cs:72-78); June inventory has no Updates category — likely post-June addition.,,,,,settings,3-personnalisation,"Update-check behavior toggle, a per-person preference already carded in Settings.",,
AnytypeItemId,Deckle.Setup,tuning-constant,"""anytype-cli""",src/Deckle.Setup/InstallPlan.cs:33,non,Installable plan item id — same rationale as NativeRuntimeItemId.,,,,,aucune,1-robustesse,"Frozen plan-item identity string, not a tunable value.",,
CamembertItemId,Deckle.Setup,tuning-constant,"""camembert-base""",src/Deckle.Setup/InstallPlan.cs:32,non,Installable plan item id — same rationale as NativeRuntimeItemId.,,,,,aucune,1-robustesse,"Frozen plan-item identity string, not a tunable value.",,
DataDirectory,Deckle.Setup,default-value,Deckle.Install.InstallPaths.DefaultDataDir,src/Deckle.Setup/SetupContext.cs:82,non,,,,,,assistant,3-personnalisation,Forwarder of the user-changeable data folder choice on the Folders page.,,
InstallDirectory,Deckle.Setup,default-value,Deckle.Install.InstallPaths.DefaultInstallDir,src/Deckle.Setup/SetupContext.cs:81,non,,,,,,assistant,3-personnalisation,Forwarder of the user-changeable install folder choice.,,
Location,Deckle.Setup,default-value,AppPaths.UserDataRoot,src/Deckle.Setup/SetupContext.cs:31,non,,,,,,assistant,3-personnalisation,"User data root location, same folder-choice family surfaced by the setup assistant.",,
NativeRuntimeItemId,Deckle.Setup,tuning-constant,"""native-runtime""",src/Deckle.Setup/InstallPlan.cs:30,non,"Identity string for an installable plan item. Kept for the same reason as ModuleIds: the item set is what the wizard shows and installs, so the vocabulary is arbitration-relevant even though no single id is settable.",,,,,aucune,1-robustesse,Frozen plan-item identity string anchoring the wizard vocabulary.,,
SelectedModules,Deckle.Setup,default-value,new HashSet<string>(StringComparer.Ordinal),src/Deckle.Setup/SetupContext.cs:89,non,"MISSED BY SWEEP — added from source. The module selection the install plan is built from: seeded from the recorded presence choice (or the full catalogue when none), then overwritten by the Modules page. Directly user-chosen; arguably the most consequential exposable in Deckle.Setup.",,,,,assistant,3-personnalisation,Directly user-chosen module set driving the install plan; the module's chief personalization exposable.,,
SileroItemId,Deckle.Setup,tuning-constant,"""silero-vad""",src/Deckle.Setup/InstallPlan.cs:31,non,Installable plan item id — same rationale as NativeRuntimeItemId.,,,,,aucune,1-robustesse,"Frozen plan-item identity string, not a tunable value.",,
UpdateAvailable,Deckle.Setup,default-value,"NotificationDescriptor(Id: ""setup.update_available"", Category: ""setup"", Severity: Info, Channel: Toast, Actions: install/later)",src/Deckle.Setup/SetupNotifications.cs:18,non,MISSED BY SWEEP — added from source. The sweep caught the wrapper collection SetupNotifications.All instead. This is the real descriptor: setup's one user-facing toast. Severity/Channel and the notification's on/off are plausible exposables via the notifications catalogue.,,,,,aucune,3-personnalisation,"Notification descriptor whose on/off and channel belong to the user-facing notifications catalogue, an explicitly personalization domain.",,
AutostartService.DefaultEnabled,Deckle.Shell,default-value,false,src/Deckle.Shell/AutostartService.cs:42,oui,"Added from the June inventory — the sweep missed it. June lists it as 'Start with Windows' / 'Autostart Enabled', hand-authored, registry-backed (HKCU Run). Expression-bodied static property, which is likely why the sweep's accessor filter dropped it; that same filter may have swallowed other real defaults repo-wide.",,,,,settings,3-personnalisation,"Start-with-Windows is a per-person behavior choice, already a settings-surfaced registry-backed toggle.",,
FileIdle,Deckle.Shell,tuning-constant,"""recording--indicator--false--32px.ico""",src/Deckle.Shell/IconAssets.cs:16,non,"Tray icon asset filename. Kept only under the doubt rule — a user could conceivably want a different tray icon, but this is an asset path, not a value.",,,,,aucune,2-qualite,"Tray icon asset path, a frozen visual design element, not a real per-user knob today.",,
FileRecording,Deckle.Shell,tuning-constant,"""recording--indicator--true--32px.ico""",src/Deckle.Shell/IconAssets.cs:17,non,Same as FileIdle — recording-state tray icon asset filename.,,,,,aucune,2-qualite,"Same as FileIdle, frozen recording-state icon asset.",,
CoverGeometry.RevealZoneDepth,Deckle.Shell.TaskbarCover,tuning-constant,192,src/Deckle.Shell.TaskbarCover/CoverGeometry.cs:26,non,"Source comment states it outright: ported from the standalone utility (EDGE_ZONE), calibrated in daily use, deliberately a constant and not a setting. TaskbarCoverSettings.cs:10-12 restates the freeze. Still an exposable per the glossary, but arbitration is already written into the code.",,,,px,aucune,2-qualite,"Calibrated-in-daily-use geometry the code explicitly freezes as a constant, quality calibration.",,
TaskbarCoverHost.RecoverDelayMs,Deckle.Shell.TaskbarCover,tuning-constant,5000,src/Deckle.Shell.TaskbarCover/TaskbarCoverHost.cs:40,non,"Same explicit freeze: ported HIDE_DELAY, calibrated in daily use, a constant and not a setting. Highly user-perceivable - how long the taskbar stays revealed.",,,,ms,aucune,2-qualite,"User-perceivable but explicitly frozen calibrated timing; maintainer arbitration in code keeps it quality tuning, not a preference.",,
TaskbarCoverSettings.Enabled,Deckle.Shell.TaskbarCover,persisted-setting,false,src/Deckle.Shell.TaskbarCover/TaskbarCoverSettings.cs:8,oui,,,,,,tray,3-personnalisation,"On/off behavior toggle for the taskbar cover, a clear per-person preference already surfaced in the tray.",,
CursorExcludeHalfExtent,Deckle.Shell.TrayMenu,tuning-constant,18,src/Deckle.Shell.TrayMenu/TrayContextMenuHost.cs:54,non,"Physical-pixel exclusion margin keeping the tray flyout off the tray icon (36px slot at 100% DPI). Derived from a system metric, not a taste knob.",,,,px,aucune,1-robustesse,"Exclusion margin derived from a system metric, structural placement bound, not taste.",,
FlyoutFrameMargin,Deckle.Shell.TrayMenu,tuning-constant,4.0,src/Deckle.Shell.TrayMenu/TrayContextMenuHost.cs:61,non,Fallback-path chrome margin for MeasureFlyout. Comment says it is imprecise by nature and no longer drives the nominal path (which reads the real presenter DesiredSize). Likely dead-weight rather than exposable.,,,,dip,aucune,1-robustesse,"Fallback-path measurement fudge, an internal robustness margin likely dead-weight.",,
ChatterboxSpeechBackend.SampleRate,Deckle.Speech,tuning-constant,24000,src/Deckle.Speech/ChatterboxSpeechBackend.cs:17,non,"Kept under doubt. Duplicate of OutputSampleRate (same 24 kHz, two declaration sites). Model-imposed format constant; dedup by value before any count.",,,,Hz,aucune,1-robustesse,"Model-imposed 24 kHz output format, a frozen internal contract duplicated with OutputSampleRate.",,
SpeechEngine.OutputSampleRate,Deckle.Speech,tuning-constant,24000,src/Deckle.Speech/SpeechEngine.cs:22,non,"Kept under doubt. private const, output render rate fixed at Chatterbox S3Gen's 24 kHz — dictated by the model, not a taste knob. Likely frozen-in-code, not exposable.",,,,Hz,aucune,1-robustesse,"Render rate dictated by Chatterbox S3Gen; frozen-in-code format constant, not a knob.",,
SpeechSettings.Enabled,Deckle.Speech,persisted-setting,false,src/Deckle.Speech/SpeechSettings.cs:18,oui,"Verified. Persisted to <UserDataRoot>/modules/speech/settings.json via SpeechSettingsService. No consumer today: the read-aloud hotkey (Alt+Win+`) fires regardless of Enabled, per the class comment. Dormant skeleton — June lacuna #7.",,,,,aucune,3-personnalisation,"Module on/off behavior toggle, a legitimate per-user choice even if the wiring is currently dormant.",,
SpeechSettings.Temperature,Deckle.Speech,persisted-setting,0.6,src/Deckle.Speech/SpeechSettings.cs:27,oui,"Verified. Comment gives practical range [0.5, 0.7] (below 0.5 robotic) — a UI range hint the sweep does not carry. Ignored by the stub backend.",,,,,aucune,3-personnalisation,"Voice expressiveness taste: 'higher = livelier but less stable voice' passes the one-sentence tie-break, and code carries a UI range hint.",,
SpeechSettings.Voice,Deckle.Speech,persisted-setting,SpeechVoice.Pierre,src/Deckle.Speech/SpeechSettings.cs:22,oui,"Verified. Closed enum {Pierre, Jessica} (FR reference clips). Wired through to ISpeechBackend.SynthesizeAsync but ignored by the Chatterbox stub. Enum set flagged in code as revisitable at the ONNX palier.",,,,,aucune,3-personnalisation,Voice choice from a closed enum is the textbook personalization setting.,,
ConfidenceSettings.EntropyThreshold,Deckle.Transcription,persisted-setting,`2.4`,src/Deckle.Transcription/TranscriptionSettings.cs:109,oui,,1.5,3.5,0.1,,settings,2-qualite,"Whisper decode-confidence threshold, pure model-inference tuning with no one-sentence user story.",,
ConfidenceSettings.LogprobThreshold,Deckle.Transcription,persisted-setting,`-1.0`,src/Deckle.Transcription/TranscriptionSettings.cs:110,oui,,-1.5,-0.4,0.05,,settings,2-qualite,Model-inference confidence tuning; inexplicable to a user in one sentence.,,
ConfidenceSettings.NoSpeechThreshold,Deckle.Transcription,persisted-setting,`0.6`,src/Deckle.Transcription/TranscriptionSettings.cs:111,oui,,0.05,0.80,0.05,ratio,settings,2-qualite,"No-speech probability cutoff, inference quality tuning.",,
ContextSettings.MaxTokens,Deckle.Transcription,persisted-setting,`-1`,src/Deckle.Transcription/TranscriptionSettings.cs:139,oui,,-1,448,1,count,settings,2-qualite,"Context-window token budget for inference, quality tuning not a user preference.",,
ContextSettings.UseContext,Deckle.Transcription,persisted-setting,`true`,src/Deckle.Transcription/TranscriptionSettings.cs:138,oui,,,,,,settings,2-qualite,"Toggles cross-segment context feeding; a quality/accuracy mechanism, not a personal choice.",,
CorpusTier.LongLowerBound,Deckle.Transcription,tuning-constant,`1000`,src/Deckle.Transcription/Corpus/CorpusTier.cs:19,non,Corpus telemetry tiering bucket; analysis-only — kept as borderline.,,,,count,aucune,4-diagnostics,"Corpus telemetry tiering bucket, analysis-only observability.",,
CorpusTier.MediumLowerBound,Deckle.Transcription,tuning-constant,`200`,src/Deckle.Transcription/Corpus/CorpusTier.cs:18,non,Corpus telemetry tiering bucket; analysis-only — kept as borderline.,,,,count,aucune,4-diagnostics,"Corpus telemetry tiering bucket, analysis-only observability.",,
CorpusTier.ShortLowerBound,Deckle.Transcription,tuning-constant,`30`,src/Deckle.Transcription/Corpus/CorpusTier.cs:17,non,"Corpus telemetry tiering bucket; analysis-only, not user-perceivable — kept as borderline.",,,,count,aucune,4-diagnostics,"Corpus telemetry tiering bucket, analysis-only observability.",,
CorpusTier.VeryLongLowerBound,Deckle.Transcription,tuning-constant,`3000`,src/Deckle.Transcription/Corpus/CorpusTier.cs:20,non,Corpus telemetry tiering bucket; analysis-only — kept as borderline.,,,,count,aucune,4-diagnostics,"Corpus telemetry tiering bucket, analysis-only observability.",,
DecodingSettings.BeamSize,Deckle.Transcription,persisted-setting,`5`,src/Deckle.Transcription/TranscriptionSettings.cs:130,oui,,1,10,1,count,settings,2-qualite,"Beam-search width, model-inference tuning (accuracy/latency internals, not a user-facing story).",,
DecodingSettings.Temperature,Deckle.Transcription,persisted-setting,`0.0`,src/Deckle.Transcription/TranscriptionSettings.cs:123,oui,,0,1,0.1,,settings,2-qualite,"Sampling temperature, pure decode tuning.",,
DecodingSettings.TemperatureIncrement,Deckle.Transcription,persisted-setting,`0.2`,src/Deckle.Transcription/TranscriptionSettings.cs:124,oui,,0,1,0.1,,settings,2-qualite,"Fallback temperature step, decode tuning.",,
DecodingSettings.UseBeamSearch,Deckle.Transcription,persisted-setting,`true`,src/Deckle.Transcription/TranscriptionSettings.cs:129,oui,,,,,,settings,2-qualite,"Decode strategy toggle, inference tuning.",,
EnergySegmenter.FrameMs,Deckle.Transcription,tuning-constant,`50.0`,src/Deckle.Transcription/Streaming/EnergySegmenter.cs:57,non,Hard-coupled to WaveInLoop's 800-sample sub-window — cannot be changed alone.,,,,ms,aucune,1-robustesse,"Internal frame cadence hard-coupled to WaveInLoop's 800-sample sub-window; structural, frozen.",,
EnergySegmenterSettings.HangoverCurveX1,Deckle.Transcription,persisted-setting,`0.85`,src/Deckle.Transcription/Streaming/EnergySegmenterSettings.cs:53,non,"Persisted with no UI anywhere — June inventory gap #5 flags it, no table row.",0,1,0.01,ratio,playground,2-qualite,"VAD hangover curve point, DSP tuning; surface already Playground, stays there.",,
EnergySegmenterSettings.HangoverCurveX2,Deckle.Transcription,persisted-setting,`0.90`,src/Deckle.Transcription/Streaming/EnergySegmenterSettings.cs:55,non,Persisted with no UI anywhere — June inventory gap #5 only.,0,1,0.01,ratio,playground,2-qualite,"VAD hangover curve point, DSP tuning; Playground-only life.",,
EnergySegmenterSettings.HangoverCurveY1,Deckle.Transcription,persisted-setting,`0.10`,src/Deckle.Transcription/Streaming/EnergySegmenterSettings.cs:54,non,Persisted with no UI anywhere — June inventory gap #5 only.,0,1,0.01,ratio,playground,2-qualite,"VAD hangover curve point, DSP tuning; Playground-only life.",,
EnergySegmenterSettings.HangoverCurveY2,Deckle.Transcription,persisted-setting,`0.25`,src/Deckle.Transcription/Streaming/EnergySegmenterSettings.cs:56,non,Persisted with no UI anywhere — June inventory gap #5 only.,0,1,0.01,ratio,playground,2-qualite,"VAD hangover curve point, DSP tuning; Playground-only life.",,
EnergySegmenterSettings.HangoverMaxMs,Deckle.Transcription,persisted-setting,`5_000`,src/Deckle.Transcription/Streaming/EnergySegmenterSettings.cs:49,oui,,500,15000,100,ms,"settings, playground",2-qualite,"VAD hangover bound, segmentation quality tuning; frozen in Settings, alive in Playground.",,
EnergySegmenterSettings.HangoverMinMs,Deckle.Transcription,persisted-setting,`500`,src/Deckle.Transcription/Streaming/EnergySegmenterSettings.cs:50,oui,,100,2000,50,ms,"settings, playground",2-qualite,"VAD hangover bound, segmentation quality tuning; Playground keeps it.",,
EnergySegmenterSettings.HangoverRampEndMs,Deckle.Transcription,persisted-setting,`120_000`,src/Deckle.Transcription/Streaming/EnergySegmenterSettings.cs:52,oui,,30000,900000,5000,ms,"settings, playground",2-qualite,"VAD hangover ramp calibration, quality tuning.",,
EnergySegmenterSettings.HangoverRampStartMs,Deckle.Transcription,persisted-setting,`15_000`,src/Deckle.Transcription/Streaming/EnergySegmenterSettings.cs:51,oui,,0,600000,5000,ms,"settings, playground",2-qualite,"VAD hangover ramp calibration, quality tuning.",,
EnergySegmenterSettings.MarginMs,Deckle.Transcription,persisted-setting,`150`,src/Deckle.Transcription/Streaming/EnergySegmenterSettings.cs:57,oui,,0,1000,50,ms,"settings, playground",2-qualite,"Segment margin padding, VAD quality tuning.",,
EnergySegmenterSettings.MinUtteranceMs,Deckle.Transcription,persisted-setting,`250`,src/Deckle.Transcription/Streaming/EnergySegmenterSettings.cs:58,oui,,0,2000,50,ms,"settings, playground",2-qualite,"Minimum utterance gate, VAD quality tuning.",,
EnergySegmenterSettings.ThresholdDbfs,Deckle.Transcription,persisted-setting,`-45.0`,src/Deckle.Transcription/Streaming/EnergySegmenterSettings.cs:48,oui,,-90,0,1,dBFS,"settings, playground",2-qualite,"VAD energy threshold, the archetypal quality knob; Playground keeps it.",,
EngineSettings.CarryInitialPrompt,Deckle.Transcription,persisted-setting,`true`,src/Deckle.Transcription/TranscriptionSettings.cs:101,oui,,,,,,aucune,2-qualite,"Whether the seed prompt is carried across segments — inference context tuning, not a personal preference.",,
EngineSettings.InitialPrompt,Deckle.Transcription,persisted-setting,"`""Bon. Je suis en train de coder une application Windows, ..."" (7-line French seed prompt)`",src/Deckle.Transcription/TranscriptionSettings.cs:91,oui,"Missed by the sweep (multi-line string concat initializer). Real persisted setting, hand-authored in WhisperPage.",,,,,settings,3-personnalisation,Hand-authored personal seed prompt (own vocabulary and context); varies per person by nature.,,
EngineSettings.Language,Deckle.Transcription,persisted-setting,"`""fr""`",src/Deckle.Transcription/TranscriptionSettings.cs:90,oui,,,,,,settings,3-personnalisation,Spoken language is the canonical per-person setting.,,
EngineSettings.Model,Deckle.Transcription,persisted-setting,"`""ggml-base.bin""`",src/Deckle.Transcription/TranscriptionSettings.cs:88,oui,,,,,,settings,3-personnalisation,"Model choice; the tie-break's own example — bigger model = more accurate, slower — so personalization wins.",,
EngineSettings.UseGpu,Deckle.Transcription,persisted-setting,`true`,src/Deckle.Transcription/TranscriptionSettings.cs:89,oui,,,,,,settings,3-personnalisation,"Hardware selection (GPU vs CPU), explainable in one sentence and machine-dependent.",,
HangoverCurveCanvas.GutterBottom,Deckle.Transcription,tuning-constant,`24.0`,src/Deckle.Transcription/Ui/Controls/HangoverCurveCanvas.xaml.cs:51,non,Canvas layout geometry.,,,,px,aucune,2-qualite,"Control layout geometry, design-owned rendering tuning; frozen.",,
HangoverCurveCanvas.GutterLeft,Deckle.Transcription,tuning-constant,`46.0`,src/Deckle.Transcription/Ui/Controls/HangoverCurveCanvas.xaml.cs:50,non,"Canvas layout geometry; belongs to the control's design, not settings.",,,,px,aucune,2-qualite,"Control layout geometry, design-owned; frozen.",,
HangoverCurveCanvas.HandleSize,Deckle.Transcription,tuning-constant,`24.0`,src/Deckle.Transcription/Ui/Controls/HangoverCurveCanvas.xaml.cs:57,non,Canvas hit-target size; accessibility-relevant but design-owned.,,,,px,aucune,2-qualite,"Hit-target size of the curve control, design-owned rendering tuning.",,
HangoverCurveCanvas.PadRight,Deckle.Transcription,tuning-constant,`14.0`,src/Deckle.Transcription/Ui/Controls/HangoverCurveCanvas.xaml.cs:53,non,Canvas layout geometry.,,,,px,aucune,2-qualite,"Control layout geometry, design-owned; frozen.",,
HangoverCurveCanvas.PadTop,Deckle.Transcription,tuning-constant,`12.0`,src/Deckle.Transcription/Ui/Controls/HangoverCurveCanvas.xaml.cs:52,non,Canvas layout geometry.,,,,px,aucune,2-qualite,"Control layout geometry, design-owned; frozen.",,
HangoverCurveCanvas.SampleCount,Deckle.Transcription,tuning-constant,`96`,src/Deckle.Transcription/Ui/Controls/HangoverCurveCanvas.xaml.cs:45,non,"HangoverCurveCanvas render resolution; visual quality, not a setting.",,,,count,aucune,2-qualite,"Curve render resolution, visual quality tuning of the control.",,
HangoverCurveCanvas.TickLength,Deckle.Transcription,tuning-constant,`4.0`,src/Deckle.Transcription/Ui/Controls/HangoverCurveCanvas.xaml.cs:54,non,Canvas layout geometry.,,,,px,aucune,2-qualite,"Control layout geometry, design-owned; frozen.",,
OutputFilterSettings.SuppressBlank,Deckle.Transcription,persisted-setting,`true`,src/Deckle.Transcription/TranscriptionSettings.cs:117,oui,,,,,,settings,2-qualite,"Whisper output-cleanup tuning; a sane-default quality mechanism, not a preference.",,
OutputFilterSettings.SuppressNonSpeechTokens,Deckle.Transcription,persisted-setting,`true`,src/Deckle.Transcription/TranscriptionSettings.cs:116,oui,,,,,,settings,2-qualite,"Non-speech token suppression, output quality tuning.",,
OutputFilterSettings.SuppressRegex,Deckle.Transcription,persisted-setting,"`""""`",src/Deckle.Transcription/TranscriptionSettings.cs:118,oui,,,,,,settings,3-personnalisation,"User-authored suppression pattern — inherently personal content, explainable as 'hide text matching your pattern'.",,
RecordingHostAdapter.DISPOSE_WORKER_JOIN_TIMEOUT_MS,Deckle.Transcription,tuning-constant,`30_000`,src/Deckle.Transcription/Engine/TranscriptionEngine.cs:428,non,Shutdown robustness timeout; borderline implementation constant.,,,,ms,aucune,1-robustesse,"Shutdown worker-join timeout, internal robustness bound; frozen.",,
SpeechTrimSettings.Enabled,Deckle.Transcription,persisted-setting,`true`,src/Deckle.Transcription/TranscriptionSettings.cs:64,oui,,,,,,settings,2-qualite,"Silero-style speech-trim toggle, part of the VAD/DSP quality block.",,
SpeechTrimSettings.MinSilenceDurationMs,Deckle.Transcription,persisted-setting,`100`,src/Deckle.Transcription/TranscriptionSettings.cs:76,oui,,0,1000,50,ms,settings,2-qualite,"VAD trim threshold, quality tuning.",,
SpeechTrimSettings.MinSpeechDurationMs,Deckle.Transcription,persisted-setting,`250`,src/Deckle.Transcription/TranscriptionSettings.cs:72,oui,,0,1000,50,ms,settings,2-qualite,"VAD trim threshold, quality tuning.",,
SpeechTrimSettings.SpeechPadMs,Deckle.Transcription,persisted-setting,`30`,src/Deckle.Transcription/TranscriptionSettings.cs:80,oui,,0,200,10,ms,settings,2-qualite,"VAD padding, quality tuning.",,
SpeechTrimSettings.Threshold,Deckle.Transcription,persisted-setting,`0.5f`,src/Deckle.Transcription/TranscriptionSettings.cs:69,oui,,0.1,0.9,0.05,ratio,settings,2-qualite,"VAD probability threshold, quality tuning.",,
StreamingSettings.Segmenter,Deckle.Transcription,persisted-setting,`new()`,src/Deckle.Transcription/TranscriptionSettings.cs:46,oui,"Section container, not a knob.",,,,,aucune,2-qualite,Section container whose members are all VAD quality tuning; follows its content.,,
StreamingSettings.SpeechTrim,Deckle.Transcription,persisted-setting,`new()`,src/Deckle.Transcription/TranscriptionSettings.cs:47,oui,"Section container, not a knob.",,,,,aucune,2-qualite,Section container of the speech-trim quality block; follows its content.,,
StreamingSettings.Strategy,Deckle.Transcription,persisted-setting,`PipelineStrategyKind.Monolithic`,src/Deckle.Transcription/TranscriptionSettings.cs:45,oui,,,,,,settings,3-personnalisation,"Pipeline behavior choice explainable in one sentence (streaming shows text as you speak, monolithic waits for the end); tie-break resolves to personalization.",,
TranscriptionEngine.PrimingTailWords,Deckle.Transcription,tuning-constant,`30`,src/Deckle.Transcription/Engine/TranscriptionEngine.StreamingPipeline.cs:513,non,Comment says explicitly 'not exposed and not yet tuned' — a genuine untuned exposable.,,,,count,aucune,2-qualite,"Context-priming tail size, untuned inference tuning ('not exposed and not yet tuned'); frozen quality knob.",,
TranscriptionSettings.Confidence,Deckle.Transcription,persisted-setting,`new()`,src/Deckle.Transcription/TranscriptionSettings.cs:25,oui,"Section container, not a knob.",,,,,aucune,2-qualite,Section container of confidence inference tuning; follows its content.,,
TranscriptionSettings.Context,Deckle.Transcription,persisted-setting,`new()`,src/Deckle.Transcription/TranscriptionSettings.cs:28,oui,"Section container, not a knob.",,,,,aucune,2-qualite,Section container of context inference tuning; follows its content.,,
TranscriptionSettings.Decoding,Deckle.Transcription,persisted-setting,`new()`,src/Deckle.Transcription/TranscriptionSettings.cs:27,oui,"Section container, not a knob.",,,,,aucune,2-qualite,Section container of decode tuning; follows its content.,,
TranscriptionSettings.Engine,Deckle.Transcription,persisted-setting,`new()`,src/Deckle.Transcription/TranscriptionSettings.cs:24,oui,"Section container (nested POCO), not a knob itself.",,,,,aucune,3-personnalisation,"Section container whose members (model, language, GPU, prompt) are mostly personalization; follows its content.",,
TranscriptionSettings.FileTranscriptionOutputDirectory,Deckle.Transcription,persisted-setting,"`""""`",src/Deckle.Transcription/TranscriptionSettings.cs:22,non,"Persisted, empty sentinel = Desktop. Absent from the June inventory — likely added after it.",,,,,settings,3-personnalisation,"Personal output path preference (empty = Desktop), legitimately varies per person.",,
TranscriptionSettings.ModelsDirectory,Deckle.Transcription,persisted-setting,"`""""`",src/Deckle.Transcription/TranscriptionSettings.cs:16,oui,,,,,,settings,3-personnalisation,"Local storage path for models, per-machine/per-person choice.",,
TranscriptionSettings.OutputFilters,Deckle.Transcription,persisted-setting,`new()`,src/Deckle.Transcription/TranscriptionSettings.cs:26,oui,"Section container, not a knob.",,,,,aucune,2-qualite,Section container of output-filter tuning; follows its dominant content (regex member classified separately).,,
TranscriptionSettings.Streaming,Deckle.Transcription,persisted-setting,`new()`,src/Deckle.Transcription/TranscriptionSettings.cs:29,oui,"Section container, not a knob.",,,,,aucune,2-qualite,Section container of streaming/VAD tuning; follows its content.,,
WavCorpusWriter.AudioSubfolder,Deckle.Transcription,tuning-constant,"`""audio""`",src/Deckle.Transcription/Corpus/WavCorpusWriter.cs:35,non,"Corpus folder name; path convention, not a tuning knob.",,,,,aucune,4-diagnostics,"Path convention of the corpus recording tool, observability plumbing.",,
WavCorpusWriter.BitsPerSample,Deckle.Transcription,tuning-constant,`16`,src/Deckle.Transcription/Corpus/WavCorpusWriter.cs:33,non,WAV corpus format constant; not tunable in practice.,,,,bits,aucune,4-diagnostics,Frozen format constant of the corpus event-recording tool.,,
WavCorpusWriter.NumChannels,Deckle.Transcription,tuning-constant,`1`,src/Deckle.Transcription/Corpus/WavCorpusWriter.cs:34,non,WAV corpus format constant; not tunable in practice.,,,,count,aucune,4-diagnostics,Frozen format constant of the corpus event-recording tool.,,
WavCorpusWriter.SampleRate,Deckle.Transcription,tuning-constant,`16_000`,src/Deckle.Transcription/Corpus/WavCorpusWriter.cs:32,non,"WAV corpus format, dictated by Whisper's 16 kHz mono contract; not tunable in practice.",,,,Hz,aucune,4-diagnostics,Corpus recording format pinned to Whisper's 16 kHz contract; recording-tool constant.,,
DefaultModelFileName,Deckle.Transcription.Whisper,tuning-constant,"`""ggml-base.bin""`",src/Deckle.Transcription.Whisper/Setup/SpeechModels.cs:29,non,"June records the Whisper model default as EngineSettings.Model = ggml-large-v3.bin (Deckle.Transcription). Two defaults coexist: this one is the no-override install target, base on purpose so the first-run path is not a 3 GB download.",,,,,aucune,3-personnalisation,"Install-time default of the model-choice knob (base, to avoid a 3 GB first-run download); the underlying knob is the classic accuracy-vs-speed personalization.",,
DefaultLanguage,Deckle.Travel,tuning-constant,"""fr""",src/Deckle.Travel/TravelTerms.cs:13,non,,,,,,aucune,3-personnalisation,"Language of the Travel terms pack is a legitimate per-user choice, the classic personalization case.",,
MaxBatchSize,Deckle.Travel,tuning-constant,100,src/Deckle.Travel/TravelGestures.cs:14,non,caps a single batched gesture; user-perceivable only at the ceiling,,,,count,aucune,1-robustesse,"Internal cap on a single batched gesture, a safety/robustness bound, frozen by default.",,
PageLimit,Deckle.Travel,tuning-constant,1000,src/Deckle.Travel/TravelObjects.cs:105,non,pagination page size; perf-only unless a ceiling becomes user-perceivable,,,,count,aucune,1-robustesse,"Pagination page size, a perf-only internal buffer bound.",,
ReadTagsAsync.limit,Deckle.Travel,tuning-constant,100,src/Deckle.Travel/TravelPropertyWriter.cs:135,non,"local pagination page size inside ReadTagsAsync; perf-only, kept per doubt rule",,,,count,aucune,1-robustesse,"Local pagination page size, internal perf bound with no user-facing meaning.",,
language,Deckle.Travel,json-default,"""fr""",src/Deckle.Travel/Terms/terms.fr.json:2,non,,,,,,aucune,3-personnalisation,"Locale tag of the terms pack; follows DefaultLanguage, the per-user language choice.",,
options.activity_category.evening,Deckle.Travel,json-default,"""Soirée""",src/Deckle.Travel/Terms/terms.fr.json:40,non,,,,,,aucune,3-personnalisation,"Localized vocabulary string; varies only with the chosen language, not an individual knob.",,
